受访者 ID,年龄 ,Gender, 地区 ,答题时长(秒),Q1_整体满意度,Q2_推荐意愿,Q3_使用频率,Q4_是否购买,Q5_界面满意度,Q6_功能满意度,Q7_体验评分,Q8_性价比评分,Q9_复购意愿
R00308,46-55,女,北京,381,满意,肯定会,经常,是,满意,肯定会,3,2,经常
R00309,36-45,男,广州,558,满意,不确定,偶尔,是,非常不满意,可能不会,6,1,很少
R00310,46-55,女,成都,435,非常满意,不确定,经常,否,一般,不确定,3,8,经常
R00311,46-55,其他,杭州,223,一般,可能不会,总是,否,一般,可能不会,3,6,偶尔
R00312,18-25,其他,北京,170,一般,肯定会,很少,是,一般,不确定,2,2,经常
R00313,18-25,女,杭州,498,满意,可能会,经常,是,一般,可能会,10,10,偶尔
R00314,18-25,男,杭州,382,一般,可能会,很少,否,一般,肯定不会,3,4,经常
R00315,36-45,男,杭州,324,非常满意,不确定,从不,是,非常满意,可能会,1,3,偶尔
R00316,46-55,女,广州,529,不满意,肯定会,经常,否,非常满意,可能会,2,8,经常
R00317,26-35,男,广州,227,满意,可能不会,从不,是,一般,肯定会,7,5,经常
R00318,36-45,男,深圳,533,满意,肯定会,经常,是,满意,不确定,5,7,很少
R00319,18-25,女,成都,247,非常满意,可能不会,偶尔,是,满意,肯定会,3,8,经常
R00320,56+,其他,北京,407,满意,肯定会,很少,是,非常不满意,肯定会,6,7,偶尔
R00321,46-55,男,杭州,348,满意,肯定会,经常,是,一般,可能不会,4,8,经常
R00322,56+,女,杭州,138,满意,可能不会,从不,否,不满意,不确定,9,1,很少
R00323,46-55,女,深圳,414,非常满意,可能会,经常,否,非常不满意,肯定会,2,8,总是
R00324,46-55,男,深圳,556,一般,肯定不会,经常,是,不满意,可能不会,10,10,偶尔
R00325,18-25,男,杭州,423,一般,不确定,总是,否,一般,可能不会,3,8,总是
R00326,36-45,男,北京,320,一般,可能会,很少,是,非常满意,可能不会,2,7,很少
R00327,26-35,女,成都,388,满意,不确定,总是,是,非常满意,肯定会,1,9,经常
R00328,56+,男,广州,267,非常满意,不确定,偶尔,否,非常不满意,可能会,9,8,偶尔
R00329,46-55,女,广州,398,非常不满意,可能会,经常,是,一般,可能会,9,6,很少
R00330,46-55,男,广州,380,一般,可能会,偶尔,否,非常满意,不确定,4,3,总是
R00331,46-55,女,广州,384,满意,不确定,偶尔,是,一般,可能不会,6,10,很少
R00332,26-35,男,杭州,488,不满意,可能会,经常,是,满意,肯定不会,6,10,经常
R00333,36-45,其他,上海,221,一般,不确定,从不,否,非常满意,可能会,4,1,很少
R00334,18-25,女,广州,385,一般,可能会,经常,是,一般,可能会,3,7,很少
R00335,46-55,男,北京,363,满意,肯定会,从不,是,一般,不确定,9,1,经常
R00336,46-55,男,上海,407,不满意,不确定,很少,否,满意,肯定不会,5,10,偶尔
R00337,18-25,女,成都,289,满意,不确定,经常,是,非常满意,肯定不会,3,2,偶尔
R00338,46-55,女,杭州,363,满意,肯定会,很少,是,不满意,不确定,7,9,偶尔
R00339,26-35,女,杭州,471,一般,肯定不会,经常,是,一般,可能会,1,7,偶尔
R00340,26-35,女,北京,372,满意,肯定会,经常,是,一般,可能会,9,8,偶尔
R00341,36-45,男,杭州,597,满意,肯定会,经常,否,非常满意,可能会,5,7,经常
R00342,18-25,男,深圳,181,满意,可能会,很少,否,不满意,可能不会,7,3,很少
R00343,18-25,男,广州,257,一般,不确定,从不,是,满意,可能会,2,5,经常
R00344,18-25,男,深圳,583,非常满意,可能会,总是,否,不满意,肯定会,8,3,经常
R00345,26-35,其他,广州,476,满意,可能会,经常,是,满意,可能会,9,4,很少
R00346,46-55,女,广州,80,不满意,肯定会,偶尔,是,满意,可能不会,1,1,从不
R00347,56+,女,深圳,261,满意,可能会,很少,是,非常满意,肯定不会,1,6,经常
R00348,26-35,男,深圳,336,一般,可能会,很少,否,非常满意,可能会,3,7,经常
R00349,36-45,男,杭州,235,满意,可能会,经常,是,一般,可能会,3,8,经常
R00350,26-35,女,北京,309,非常满意,不确定,经常,否,非常满意,可能会,7,4,很少
R00351,56+,女,上海,555,满意,可能会,经常,否,非常满意,肯定会,7,3,偶尔
R00352,26-35,男,广州,167,一般,可能会,总是,是,非常满意,可能不会,9,3,很少
R00353,56+,男,深圳,291,满意,不确定,经常,否,满意,可能不会,3,8,经常
R00354,18-25,男,杭州,124,满意,不确定,总是,否,满意,不确定,8,8,偶尔
R00355,56+,女,深圳,104,满意,可能会,偶尔,是,非常不满意,肯定会,9,9,很少
R00356,18-25,男,杭州,332,一般,可能不会,很少,否,非常满意,可能不会,9,2,偶尔
R00357,56+,男,广州,489,满意,可能会,很少,否,一般,不确定,1,3,经常
R00358,26-35,男,上海,445,一般,肯定会,偶尔,是,不满意,肯定会,10,2,很少
R00359,18-25,女,上海,518,一般,可能会,经常,否,不满意,不确定,10,5,经常
R00360,26-35,男,上海,69,满意,可能会,总是,是,满意,不确定,8,3,经常
R00361,36-45,男,北京,481,满意,肯定会,偶尔,否,满意,不确定,1,9,从不
R00362,26-35,女,成都,528,一般,可能会,偶尔,是,满意,可能会,7,5,很少
R00363,36-45,男,成都,581,一般,可能会,经常,是,一般,可能不会,8,9,总是
R00364,26-35,女,杭州,411,一般,可能会,经常,是,非常满意,不确定,10,9,从不
R00365,26-35,女,上海,356,一般,肯定会,很少,否,满意,肯定会,6,3,很少
R00366,26-35,女,深圳,92,一般,可能不会,偶尔,是,一般,可能会,1,1,经常
R00367,26-35,女,深圳,243,一般,肯定会,偶尔,是,一般,可能会,9,10,经常
R00368,36-45,男,深圳,102,一般,不确定,经常,是,满意,可能会,5,2,经常
R00369,18-25,男,北京,485,非常满意,不确定,很少,否,满意,肯定会,1,1,很少
R00370,56+,男,上海,413,满意,肯定会,偶尔,是,非常满意,可能会,4,1,总是
R00371,26-35,女,北京,426,一般,可能不会,偶尔,是,满意,肯定会,5,7,偶尔
R00372,36-45,男,上海,113,满意,可能会,经常,是,不满意,不确定,7,1,从不
R00373,36-45,女,广州,268,满意,肯定会,很少,是,非常满意,不确定,5,3,经常
R00374,36-45,其他,杭州,104,一般,不确定,偶尔,是,非常满意,不确定,6,3,偶尔
R00375,26-35,女,上海,99,一般,肯定会,很少,是,一般,可能会,8,3,偶尔
R00376,18-25,男,杭州,495,满意,不确定,总是,是,非常不满意,可能不会,5,8,经常
R00377,36-45,男,杭州,324,满意,可能会,偶尔,是,满意,不确定,10,4,经常
R00378,26-35,女,成都,394,一般,肯定会,经常,是,一般,不确定,2,3,偶尔
R00379,26-35,男,杭州,416,一般,不确定,经常,否,非常不满意,可能会,7,3,经常
R00380,46-55,女,深圳,153,非常满意,可能不会,经常,是,非常满意,可能会,8,8,很少
R00381,36-45,男,北京,337,满意,可能会,很少,是,一般,可能会,9,6,很少
R00382,26-35,女,上海,372,一般,肯定会,很少,否,不满意,可能不会,9,6,偶尔
R00383,26-35,女,杭州,146,满意,可能不会,总是,是,满意,不确定,10,2,偶尔
R00384,26-35,男,成都,525,一般,可能会,经常,否,一般,可能不会,8,9,经常
R00385,26-35,男,北京,362,不满意,肯定会,偶尔,是,一般,可能会,10,8,很少
R00386,26-35,男,杭州,356,非常满意,可能会,从不,是,满意,肯定不会,4,2,偶尔
R00387,18-25,男,杭州,491,不满意,肯定会,经常,是,满意,肯定会,3,7,总是
R00388,26-35,女,深圳,585,满意,可能会,很少,否,非常不满意,可能会,8,9,偶尔
R00389,56+,女,成都,69,一般,可能会,很少,否,一般,可能不会,5,7,偶尔
R00390,36-45,女,北京,277,非常满意,可能会,偶尔,否,满意,可能不会,10,2,偶尔
R00391,46-55,男,成都,549,一般,不确定,偶尔,是,一般,可能会,3,10,经常
R00392,36-45,女,北京,126,非常满意,不确定,经常,是,满意,不确定,7,7,偶尔
R00393,26-35,男,上海,409,不满意,可能会,经常,是,非常不满意,肯定不会,10,9,偶尔
R00394,26-35,男,杭州,293,满意,可能会,很少,否,满意,可能不会,2,9,经常
R00395,18-25,女,深圳,594,一般,不确定,经常,是,满意,可能会,9,5,经常
R00396,26-35,男,成都,528,满意,可能会,经常,否,满意,肯定会,6,10,偶尔
R00397,26-35,女,深圳,592,不满意,可能会,很少,是,不满意,肯定不会,10,8,经常
R00398,26-35,男,成都,135,非常满意,不确定,经常,否,非常满意,不确定,2,8,从不
R00399,36-45,女,上海,396,满意,可能会,总是,是,一般,肯定不会,5,4,偶尔
R00400,26-35,其他,北京,223,满意,可能会,经常,是,满意,可能会,4,9,偶尔
R00401,26-35,女,成都,504,非常满意,可能不会,从不,是,非常满意,不确定,9,2,偶尔
R00402,18-25,男,杭州,404,满意,肯定会,从不,否,满意,肯定会,10,3,经常
R00403,26-35,女,广州,515,满意,肯定不会,偶尔,是,一般,不确定,4,4,经常
R00404,46-55,女,广州,442,不满意,肯定会,偶尔,是,满意,可能会,8,1,经常
R00405,36-45,女,上海,386,一般,可能会,从不,否,不满意,可能不会,10,2,从不
R00406,18-25,男,杭州,188,非常满意,肯定会,偶尔,否,一般,可能不会,7,1,经常
R00407,18-25,女,杭州,395,非常满意,肯定会,总是,否,非常不满意,不确定,3,5,很少
R00408,26-35,女,成都,532,一般,可能不会,偶尔,否,满意,不确定,7,7,很少
R00409,36-45,男,北京,510,不满意,可能会,经常,是,满意,可能不会,4,10,很少
R00410,26-35,男,广州,67,满意,可能会,总是,否,满意,不确定,6,5,偶尔
R00411,46-55,男,北京,312,不满意,不确定,偶尔,是,满意,可能会,6,6,经常
R00412,36-45,女,成都,178,不满意,不确定,偶尔,否,非常不满意,可能不会,9,4,偶尔
R00413,36-45,男,成都,246,满意,肯定会,经常,是,满意,不确定,1,6,总是
R00414,18-25,女,上海,362,一般,可能不会,经常,是,满意,可能会,2,1,总是
R00415,18-25,女,深圳,532,非常满意,不确定,总是,是,非常满意,可能会,5,7,经常
R00416,18-25,女,上海,103,非常满意,肯定会,从不,否,满意,可能不会,4,1,偶尔
R00417,18-25,女,深圳,558,满意,可能会,总是,是,不满意,可能会,5,8,很少
R00418,26-35,男,深圳,295,满意,肯定会,总是,是,满意,肯定不会,8,7,偶尔
R00419,46-55,男,成都,63,满意,不确定,经常,否,非常满意,可能会,5,6,经常
R00420,18-25,女,成都,419,不满意,可能会,经常,否,满意,肯定会,3,8,很少
R00421,26-35,男,上海,332,非常满意,肯定不会,总是,否,非常满意,肯定会,2,7,经常
R00422,36-45,女,杭州,337,满意,肯定会,从不,是,一般,可能会,9,2,偶尔
R00423,18-25,女,广州,270,满意,可能会,经常,否,一般,可能不会,7,5,经常
R00424,36-45,女,杭州,520,非常不满意,不确定,很少,是,非常不满意,肯定会,6,4,偶尔
R00425,26-35,男,成都,489,非常满意,不确定,很少,是,一般,可能不会,1,5,很少
R00426,18-25,男,上海,234,非常满意,不确定,从不,是,满意,不确定,3,1,偶尔
R00427,36-45,男,杭州,346,不满意,可能不会,经常,否,满意,不确定,10,4,很少
R00428,18-25,男,深圳,440,非常满意,不确定,经常,是,满意,可能会,5,2,总是
R00429,36-45,男,杭州,207,不满意,不确定,总是,是,满意,可能会,3,7,总是
R00430,36-45,男,北京,476,一般,不确定,从不,是,一般,可能不会,5,1,偶尔
R00431,18-25,男,深圳,279,一般,可能不会,经常,否,非常不满意,不确定,9,7,很少
R00432,26-35,男,北京,450,一般,可能会,很少,是,满意,可能不会,3,1,从不
R00433,18-25,男,北京,403,满意,不确定,总是,是,不满意,可能会,4,7,总是
R00434,56+,女,广州,91,非常不满意,可能会,经常,是,不满意,可能不会,6,10,总是
R00435,26-35,女,杭州,86,满意,不确定,偶尔,是,满意,可能会,3,3,很少
R00436,18-25,女,成都,269,满意,可能会,从不,是,非常满意,可能会,8,3,很少
R00437,18-25,女,上海,85,非常满意,不确定,总是,否,一般,不确定,2,8,很少
R00438,46-55,女,北京,231,满意,肯定会,从不,否,一般,不确定,7,1,总是
R00439,26-35,女,成都,208,非常满意,肯定会,偶尔,否,非常满意,可能不会,3,2,经常
R00440,46-55,男,成都,75,不满意,不确定,总是,是,不满意,肯定会,1,10,偶尔
R00441,36-45,女,上海,516,满意,可能会,很少,否,一般,可能不会,6,6,很少
R00442,56+,男,上海,193,满意,可能不会,偶尔,否,满意,肯定不会,3,5,总是
R00443,26-35,女,杭州,427,满意,可能会,偶尔,是,不满意,可能会,6,9,经常
R00444,56+,女,杭州,153,一般,可能会,总是,否,满意,可能会,9,7,偶尔
R00445,46-55,女,杭州,498,满意,肯定会,经常,是,一般,不确定,1,1,偶尔
R00446,36-45,其他,成都,335,一般,不确定,经常,是,满意,可能会,2,10,很少
R00447,36-45,女,北京,93,满意,可能会,经常,是,一般,肯定不会,10,9,总是
R00448,26-35,女,北京,266,一般,肯定会,经常,否,满意,肯定会,5,9,偶尔
R00449,46-55,男,深圳,507,一般,肯定会,从不,是,一般,肯定会,7,6,偶尔
R00450,26-35,男,上海,251,不满意,肯定会,很少,否,不满意,可能会,3,1,偶尔
R00451,46-55,女,上海,396,非常不满意,不确定,很少,是,非常不满意,可能会,4,5,经常
R00452,36-45,女,广州,472,满意,可能会,经常,是,满意,可能会,10,2,很少
R00453,26-35,女,上海,181,满意,肯定不会,经常,否,不满意,可能会,3,4,很少
R00454,26-35,男,广州,566,一般,可能会,经常,否,非常满意,可能会,8,10,从不
R00455,18-25,男,深圳,69,满意,可能会,偶尔,否,非常满意,肯定会,9,7,偶尔
R00456,36-45,女,深圳,324,一般,肯定不会,从不,是,满意,可能会,5,4,很少
R00457,36-45,女,广州,181,非常满意,可能会,很少,是,非常满意,可能会,2,6,很少
R00458,26-35,男,深圳,438,满意,不确定,很少,是,满意,可能不会,1,4,经常
R00459,36-45,男,上海,72,不满意,不确定,经常,是,一般,不确定,7,10,经常
R00460,26-35,男,上海,316,一般,肯定会,偶尔,是,一般,可能会,2,1,经常
R00461,18-25,女,上海,333,非常满意,可能会,经常,否,满意,肯定不会,9,3,总是
R00462,26-35,男,上海,287,满意,可能会,经常,否,不满意,肯定会,3,1,偶尔
R00463,26-35,男,广州,572,非常满意,可能会,经常,否,一般,可能会,6,4,偶尔
R00464,26-35,男,成都,223,非常满意,不确定,总是,是,一般,可能不会,2,9,总是
R00465,26-35,女,广州,399,不满意,可能不会,偶尔,是,不满意,可能会,6,6,经常
R00466,18-25,男,广州,353,满意,肯定会,很少,是,一般,可能不会,1,5,偶尔
R00467,18-25,男,广州,84,不满意,可能不会,很少,是,不满意,肯定不会,3,4,总是
R00468,36-45,女,北京,190,满意,肯定会,经常,是,不满意,肯定不会,5,9,经常
R00469,36-45,女,北京,71,满意,可能会,经常,是,满意,肯定会,5,5,偶尔
R00470,18-25,女,杭州,107,非常满意,不确定,很少,是,一般,肯定会,5,7,经常
R00471,26-35,男,成都,85,不满意,可能不会,很少,是,满意,可能会,4,5,偶尔
R00472,26-35,女,上海,212,一般,不确定,总是,是,非常满意,可能会,3,6,经常
R00473,26-35,男,杭州,189,非常满意,可能会,很少,是,非常不满意,不确定,7,7,总是
R00474,18-25,女,上海,469,非常满意,肯定会,偶尔,是,非常满意,肯定会,7,9,偶尔
R00475,26-35,男,深圳,336,满意,不确定,偶尔,是,不满意,肯定不会,4,6,从不
R00476,46-55,女,北京,482,非常满意,可能不会,经常,是,一般,不确定,3,3,很少
R00477,26-35,女,广州,338,非常满意,不确定,偶尔,是,满意,不确定,3,2,很少
R00478,36-45,女,上海,404,满意,可能会,偶尔,否,一般,不确定,10,3,从不
R00479,46-55,男,北京,469,满意,不确定,偶尔,否,满意,可能不会,10,8,经常
R00480,36-45,男,成都,142,满意,可能会,从不,否,一般,可能不会,10,5,偶尔
R00481,26-35,女,成都,574,非常满意,可能会,经常,是,满意,可能会,7,7,偶尔
R00482,18-25,男,成都,78,一般,可能不会,很少,是,不满意,可能会,6,5,很少
R00483,26-35,男,广州,345,不满意,可能会,很少,是,满意,肯定不会,10,9,偶尔
R00484,36-45,女,成都,305,满意,可能不会,经常,否,一般,肯定会,4,3,很少
R00485,46-55,男,广州,266,不满意,可能会,经常,否,非常满意,肯定不会,2,5,从不
R00486,56+,女,广州,73,一般,肯定会,偶尔,是,不满意,可能会,2,10,经常
R00487,26-35,女,上海,484,非常不满意,可能会,总是,否,非常满意,可能不会,6,10,总是
R00488,36-45,女,上海,112,满意,不确定,经常,是,非常满意,不确定,9,6,总是
R00489,26-35,男,深圳,69,满意,可能不会,总是,是,一般,可能不会,2,1,偶尔
R00490,36-45,女,杭州,230,满意,可能会,经常,是,非常不满意,可能不会,8,10,经常
R00491,18-25,女,成都,292,满意,肯定会,很少,是,满意,可能不会,10,8,总是
R00492,18-25,女,北京,218,不满意,不确定,经常,否,满意,不确定,8,8,经常
R00493,26-35,女,成都,262,满意,肯定会,从不,否,满意,可能不会,1,3,经常
R00494,18-25,女,上海,75,满意,可能会,偶尔,是,非常满意,可能会,1,3,经常
R00495,26-35,女,上海,360,一般,肯定会,很少,是,不满意,肯定会,2,7,经常
R00496,36-45,男,广州,453,满意,肯定会,经常,否,一般,可能会,1,7,经常
R00497,26-35,女,广州,425,不满意,可能会,很少,是,非常满意,肯定会,3,2,偶尔
R00498,18-25,女,广州,178,非常满意,肯定会,经常,是,非常不满意,肯定会,4,4,偶尔
R00499,26-35,女,杭州,595,满意,肯定会,很少,否,满意,可能会,10,9,总是
R00500,18-25,女,上海,200,一般,肯定会,经常,是,非常不满意,肯定会,7,10,经常
R00501,36-45,男,成都,136,非常满意,不确定,很少,是,一般,肯定不会,8,6,经常
R00502,18-25,女,广州,457,满意,可能会,经常,是,非常满意,可能会,6,4,偶尔
